"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","648","user can log in with valid credentials @login @regression","","2026-01-08","passed","2026-01-08","Login flow","login.spec.js","",""
